product_id1,product_id2,attribute_prob,behaviour_prob
P1190,P1214,0.6818,0.1551
P1195,P1209,0.6818,0.5856
P1024,P1031,0.6818,0.7365
P1024,P1035,0.6818,0.8549
P1310,P1359,0.6818,0.8087
P1189,P1216,0.6818,0.9136
P1189,P1214,0.6818,0.9545
P1022,P1035,0.6818,0.2416
P1311,P1331,0.6818,0.0683
P1311,P1359,0.6818,0.0736
P1180,P1216,0.6818,0.0638
P1180,P1215,0.6818,0.0545
P1180,P1214,0.6818,0.4378
P1184,P1214,0.6818,0.376
P1312,P1359,0.6818,0.331
P1318,P1338,0.6818,0.5416
P1197,P1209,0.6818,0.6553
P1190,P1216,0.6818,0.3772
P1318,P1359,0.6818,0.2555
P1193,P1209,0.6818,0.6367
P1191,P1216,0.6818,0.3706
P1191,P1215,0.6818,0.3768
P1183,P1208,0.6818,0.3199
P1183,P1204,0.6818,0.2959
P1022,P1031,0.6818,0.274
P1191,P1214,0.6818,0.6688
P1313,P1337,0.68,0.2703
P1042,P1043,0.68,0.6333
P1313,P1332,0.68,0.7434
P1309,P1332,0.68,0.775
P1309,P1337,0.68,0.3603
P1196,P1217,0.6667,0.4128
P1005,P1019,0.6667,0.6692
P1301,P1326,0.6667,0.9139
P1311,P1347,0.6667,0.5026
P1006,P1019,0.6667,0.2506
P1196,P1213,0.6667,0.6853
P1184,P1202,0.6667,0.0816
P1005,P1018,0.6667,0.042
P1303,P1326,0.6667,0.6145
P1045,P1057,0.6667,0.5827
P1196,P1218,0.6667,0.0512
P1005,P1016,0.6667,0.259
P1184,P1207,0.6667,0.5656
P1193,P1200,0.6667,0.1191
P1312,P1347,0.6667,0.6408
P1045,P1056,0.6667,0.3881
P1180,P1207,0.6667,0.6086
P1180,P1202,0.6667,0.1726
P1006,P1018,0.6667,0.5392
P1315,P1334,0.6667,0.3812
P1316,P1334,0.6667,0.8753
P1197,P1200,0.6667,0.0717
P1318,P1347,0.6667,0.2788
P1310,P1347,0.6667,0.6436
P1196,P1211,0.6667,0.8509
P1196,P1212,0.6667,0.2906
P1050,P1058,0.6667,0.0375
P1251,P1271,0.6667,0.7639
P1001,P1012,0.6667,0.1994
P1302,P1349,0.6667,0.4089
P1050,P1055,0.6667,0.9291
P1050,P1056,0.6667,0.2055
P1050,P1057,0.6667,0.1416
P1304,P1356,0.6667,0.418
P1302,P1356,0.6667,0.4944
P1304,P1353,0.6667,0.1625
P1304,P1352,0.6667,0.3653
P1304,P1350,0.6667,0.3237
P1304,P1349,0.6667,0.3195
P1302,P1350,0.6667,0.4125
P1302,P1353,0.6667,0.2724
P1001,P1015,0.6667,0.1496
P1053,P1058,0.6667,0.5266
P1042,P1053,0.6667,0.5114
P1001,P1016,0.6667,0.4546
P1042,P1058,0.6667,0.7687
P1001,P1018,0.6667,0.5781
P1006,P1012,0.6667,0.1256
P1181,P1205,0.6667,0.0638
P1243,P1263,0.6667,0.8457
P1181,P1200,0.6667,0.0825
P1018,P1178,0.6667,0.6254
P1195,P1200,0.6667,0.2279
P1195,P1205,0.6667,0.2122
P1005,P1012,0.6667,0.4952
P1182,P1207,0.6667,0.8114
P1046,P1058,0.6667,0.8846
P1196,P1210,0.6667,0.8419
P1006,P1015,0.6667,0.2215
P1048,P1049,0.6552,0.1193
P1041,P1052,0.6552,0.5957
P1041,P1054,0.6552,0.6097
P1047,P1051,0.6552,0.13
P1047,P1052,0.6552,0.8991
P1047,P1054,0.6552,0.9026
P1045,P1048,0.6552,0.5689
P1045,P1047,0.6552,0.7433
P1040,P1045,0.6552,0.6243
P1040,P1058,0.6552,0.1972
P1041,P1045,0.6552,0.0276
P1041,P1049,0.6552,0.6095
P1047,P1049,0.6552,0.9025
P1044,P1052,0.6552,0.6903
P1044,P1051,0.6552,0.6254
P1048,P1051,0.6552,0.8728
P1044,P1049,0.6552,0.7009
P1048,P1052,0.6552,0.0882
P1044,P1045,0.6552,0.2123
P1048,P1054,0.6552,0.1197
P1048,P1058,0.6552,0.0787
P1031,P1036,0.6538,0.4707
P1043,P1054,0.6538,0.4884
P1030,P1035,0.6538,0.3496
P1027,P1037,0.6538,0.4628
P1051,P1059,0.6538,0.8747
P1043,P1052,0.6538,0.4701
P1045,P1049,0.6538,0.6203
P1031,P1037,0.6538,0.5445
P1035,P1036,0.6538,0.0388
P1035,P1037,0.6538,0.1728
P1045,P1054,0.6538,0.6205
P1045,P1052,0.6538,0.6069
P1045,P1051,0.6538,0.7049
P1054,P1059,0.6538,0.1062
P1042,P1050,0.6538,0.7597
P1042,P1059,0.6538,0.7901
P1043,P1045,0.6538,0.2581
P1043,P1046,0.6538,0.817
P1043,P1049,0.6538,0.4881
P1043,P1051,0.6538,0.7811
P1052,P1059,0.6538,0.0742
P1030,P1031,0.6538,0.6419
P1149,P1150,0.6538,0.0931
P1150,P1153,0.6538,0.675
P1150,P1152,0.6538,0.3403
P1029,P1038,0.6522,0.2358
P1028,P1038,0.6522,0.5532
P1033,P1038,0.6522,0.6796
P1031,P1038,0.6522,0.3421
P1315,P1325,0.6522,0.3371
P1183,P1219,0.6522,0.1915
P1035,P1038,0.6522,0.6377
P1194,P1219,0.6522,0.4385
P1317,P1343,0.65,0.2331
P1308,P1351,0.65,0.2392
P1185,P1206,0.65,0.2816
P1186,P1203,0.65,0.7407
P1186,P1201,0.65,0.6411
P1188,P1203,0.65,0.0363
P1307,P1351,0.65,0.6738
P1196,P1206,0.65,0.4735
P1188,P1201,0.65,0.2503
P1187,P1203,0.65,0.8986
P1187,P1201,0.65,0.8597
P1317,P1342,0.65,0.715
P1008,P1009,0.65,0.7222
P1245,P1265,0.6471,0.9069
P1241,P1261,0.6471,0.0301
P1149,P1155,0.64,0.1398
P1149,P1158,0.64,0.5161
P1223,P1233,0.64,0.8424
P1133,P1137,0.64,0.1073
P1222,P1232,0.64,0.5117
P1149,P1154,0.64,0.5809
P1020,P1027,0.64,0.0782
P1319,P1337,0.64,0.3237
P1098,P1118,0.64,0.5878
P1020,P1035,0.64,0.2956
P1319,P1332,0.64,0.7622
P1233,P1237,0.64,0.3143
P1020,P1028,0.64,0.1312
P1217,P1237,0.64,0.0652
P1020,P1031,0.64,0.2183
P1149,P1159,0.64,0.5127
P1232,P1233,0.64,0.109
P1131,P1137,0.64,0.7037
P1020,P1025,0.64,0.5176
P1020,P1023,0.64,0.1511
P1301,P1337,0.64,0.9557
P1152,P1154,0.64,0.4238
P1303,P1332,0.64,0.7368
P1153,P1158,0.64,0.2595
P1205,P1225,0.64,0.6566
P1153,P1155,0.64,0.6918
P1153,P1154,0.64,0.1451
P1120,P1131,0.64,0.5385
P1120,P1133,0.64,0.2807
P1306,P1337,0.64,0.1224
P1303,P1337,0.64,0.2515
P1306,P1332,0.64,0.5993
P1212,P1232,0.64,0.3102
P1301,P1332,0.64,0.874
P1152,P1158,0.64,0.3348
P1152,P1155,0.64,0.3743
P1199,P1216,0.6364,0.2068
P1199,P1215,0.6364,0.1989
P1021,P1031,0.6364,0.1791
P1182,P1214,0.6364,0.7292
P1194,P1208,0.6364,0.0207
P1182,P1215,0.6364,0.4904
P1181,P1209,0.6364,0.6512
P1199,P1214,0.6364,0.3365
P1340,P1357,0.6364,0.1828
P1021,P1028,0.6364,0.1727
P1341,P1359,0.6364,0.6766
P1351,P1357,0.6364,0.0848
P1182,P1216,0.6364,0.4853
P1109,P1115,0.6364,0.8042
P1107,P1117,0.6364,0.4874
P1034,P1035,0.6364,0.0134
P1032,P1035,0.6364,0.2854
P1184,P1216,0.6364,0.1566
P1031,P1034,0.6364,0.4419
P1031,P1032,0.6364,0.6065
P1184,P1215,0.6364,0.1482
P1021,P1027,0.6364,0.0319
P1109,P1116,0.6364,0.0077
P1109,P1119,0.6364,0.0496
P1021,P1022,0.6364,0.1156
P1021,P1023,0.6364,0.1085
P1021,P1024,0.6364,0.7836
P1021,P1025,0.6364,0.5407
P1074,P1078,0.6364,0.7437
P1076,P1078,0.6364,0.0806
P1070,P1078,0.6364,0.1961
P1320,P1329,0.6364,0.6911
P1318,P1331,0.6364,0.2598
P1071,P1074,0.6364,0.6873
P1318,P1329,0.6364,0.4205
P1310,P1338,0.6364,0.4393
P1100,P1109,0.6364,0.0217
P1070,P1072,0.6364,0.0635
P1070,P1071,0.6364,0.341
P1310,P1329,0.6364,0.5565
P1310,P1331,0.6364,0.8098
P1312,P1338,0.6364,0.7717
P1312,P1336,0.6364,0.4275
P1310,P1336,0.6364,0.7764
P1312,P1331,0.6364,0.3271
P1312,P1329,0.6364,0.7113
P1066,P1076,0.6364,0.0814
P1311,P1338,0.6364,0.6838
P1311,P1336,0.6364,0.2073
P1318,P1336,0.6364,0.13
P1311,P1329,0.6364,0.6003
P1321,P1331,0.6364,0.3963
P1320,P1331,0.6364,0.2798
P1292,P1297,0.6364,0.0453
P1060,P1074,0.6364,0.8029
P1269,P1289,0.6364,0.683
P1060,P1076,0.6364,0.9535
P1292,P1296,0.6364,0.4813
P1060,P1070,0.6364,0.9594
P1292,P1294,0.6364,0.1774
P1281,P1291,0.6364,0.718
P1320,P1338,0.6364,0.7556
P1320,P1336,0.6364,0.3873
P1291,P1292,0.6364,0.6227
P1072,P1074,0.6364,0.7799
P1071,P1076,0.6364,0.2464
P1289,P1292,0.6364,0.6296
P1072,P1076,0.6364,0.0662
P1045,P1053,0.6333,0.0115
P1053,P1057,0.6333,0.5778
P1050,P1053,0.6333,0.5082
P1043,P1053,0.6333,0.2495
P1053,P1056,0.6333,0.381
P1053,P1055,0.6333,0.8558
P1256,P1273,0.6316,0.2641
P1240,P1272,0.6316,0.7345
P1300,P1320,0.6316,0.0895
P1254,P1270,0.6316,0.1554
P1256,P1270,0.6316,0.138
P1254,P1260,0.6316,0.3788
P1254,P1264,0.6316,0.3002
P1254,P1273,0.6316,0.2789
P1240,P1275,0.6316,0.3179
P1307,P1327,0.6316,0.5484
P1254,P1276,0.6316,0.129
P1254,P1277,0.6316,0.4283
P1240,P1269,0.6316,0.4652
P1256,P1260,0.6316,0.3914
P1258,P1270,0.6316,0.7996
P1257,P1270,0.6316,0.3792
P1258,P1277,0.6316,0.8644
P1258,P1276,0.6316,0.7933
P1314,P1341,0.6316,0.7086
P1257,P1276,0.6316,0.3599
P1258,P1273,0.6316,0.8289
P1258,P1260,0.6316,0.618
P1257,P1260,0.6316,0.1549
P1257,P1273,0.6316,0.47
P1256,P1277,0.6316,0.4166
P1056,P1059,0.6296,0.306
P1058,P1059,0.6296,0.0926
P1055,P1059,0.6296,0.9381
P1204,P1234,0.6296,0.7234
P1043,P1055,0.6296,0.8918
P1219,P1229,0.6296,0.8131
P1043,P1058,0.6296,0.3692
P1043,P1057,0.6296,0.4374
P1043,P1056,0.6296,0.1752
P1057,P1059,0.6296,0.0172
P1221,P1222,0.625,0.4244
P1222,P1226,0.625,0.4027
P1120,P1134,0.625,0.3399
P1120,P1136,0.625,0.7902
P1120,P1121,0.625,0.6377
P1129,P1139,0.625,0.5671
P1120,P1129,0.625,0.5056
P1142,P1152,0.625,0.1814
P1120,P1138,0.625,0.5088
P1206,P1226,0.625,0.3737
P1313,P1326,0.625,0.6242
P1128,P1138,0.625,0.9068
P1137,P1138,0.625,0.6846
P1136,P1137,0.625,0.6733
P1309,P1326,0.625,0.6705
P1222,P1223,0.625,0.7125
P1143,P1153,0.625,0.8128
P1082,P1102,0.625,0.4445
P1305,P1334,0.625,0.0625
P1134,P1137,0.625,0.0274
P1121,P1139,0.625,0.5862
P1319,P1326,0.625,0.6517
P1121,P1128,0.625,0.4763
P1129,P1137,0.625,0.6826
P1020,P1040,0.6207,0.575
P1047,P1057,0.6207,0.8929
P1044,P1058,0.6207,0.6314
P1041,P1058,0.6207,0.5188
P1040,P1046,0.6207,0.9073
P1040,P1056,0.6207,0.386
P1040,P1043,0.6207,0.4936
P1040,P1057,0.6207,0.0998
P1041,P1043,0.6207,0.2371
P1046,P1047,0.6207,0.039
P1041,P1046,0.6207,0.7601
P1046,P1048,0.6207,0.8936
P1041,P1059,0.6207,0.5633
P1040,P1055,0.6207,0.9452
P1047,P1058,0.6207,0.8799
P1044,P1046,0.6207,0.6868
P1043,P1044,0.6207,0.4157
P1043,P1047,0.6207,0.8096
P1043,P1048,0.6207,0.4188
P1040,P1050,0.6207,0.2273
P1248,P1288,0.619,0.1392
P1199,P1207,0.619,0.5381
P1199,P1202,0.619,0.0235
P1193,P1205,0.619,0.1012
P1191,P1207,0.619,0.7694
P1185,P1210,0.619,0.7842
P1185,P1211,0.619,0.7966
P1185,P1212,0.619,0.0322
P1185,P1213,0.619,0.5707
P1185,P1217,0.619,0.1988
P1185,P1218,0.619,0.3046
P1242,P1282,0.619,0.4105
P1189,P1202,0.619,0.9331
P1189,P1207,0.619,0.9683
P1190,P1202,0.619,0.1959
P1190,P1207,0.619,0.4118
P1191,P1202,0.619,0.5125
P1012,P1014,0.619,0.3402
P1009,P1011,0.619,0.0674
P1197,P1205,0.619,0.0528
P1340,P1353,0.619,0.0524
P1340,P1350,0.619,0.1478
P1340,P1349,0.619,0.1426
P1321,P1339,0.619,0.9129
P1320,P1328,0.619,0.5609
P1340,P1347,0.619,0.5224
P1026,P1027,0.619,0.5423
P1026,P1028,0.619,0.4285
P1009,P1010,0.619,0.6476
P1009,P1014,0.619,0.2147
P1009,P1017,0.619,0.1769
P1321,P1328,0.619,0.6319
P1067,P1068,0.619,0.8371
P1321,P1323,0.619,0.143
P1066,P1068,0.619,0.0631
P1065,P1067,0.619,0.7587
P1340,P1352,0.619,0.2002
P1340,P1356,0.619,0.2666
P1324,P1328,0.619,0.3613
P1322,P1323,0.619,0.4235
P1011,P1018,0.619,0.5252
P1011,P1016,0.619,0.3862
P1011,P1015,0.619,0.2443
P1011,P1012,0.619,0.0991
P1100,P1107,0.619,0.2669
P1100,P1106,0.619,0.0539
P1023,P1026,0.619,0.5785
P1001,P1011,0.619,0.1114
P1100,P1105,0.619,0.6778
P1100,P1101,0.619,0.6864
P1323,P1324,0.619,0.3275
P1327,P1328,0.619,0.3258
P1025,P1026,0.619,0.0285
P1341,P1347,0.619,0.3977
P1322,P1328,0.619,0.2548
P1065,P1066,0.619,0.3674
P1064,P1067,0.619,0.4678
P1064,P1066,0.619,0.7132
P1320,P1335,0.619,0.0554
P1320,P1333,0.619,0.6657
P1308,P1318,0.619,0.2228
P1310,P1314,0.619,0.8276
P1311,P1314,0.619,0.0275
P1312,P1314,0.619,0.2574
P1010,P1012,0.619,0.5805
P1010,P1015,0.619,0.7144
P1314,P1318,0.619,0.3293
P1010,P1016,0.619,0.3843
P1010,P1018,0.619,0.204
P1317,P1330,0.619,0.5588
P1317,P1333,0.619,0.3953
P1317,P1335,0.619,0.786
P1320,P1330,0.619,0.5419
P1318,P1328,0.619,0.1763
P1060,P1061,0.619,0.9129
P1060,P1064,0.619,0.8237
P1060,P1065,0.619,0.9201
P1300,P1311,0.619,0.2963
P1063,P1065,0.619,0.4627
P1063,P1064,0.619,0.1564
P1062,P1068,0.619,0.2396
P1062,P1065,0.619,0.4866
P1062,P1064,0.619,0.7673
P1300,P1310,0.619,0.8753
P1300,P1312,0.619,0.0255
P1002,P1012,0.619,0.661
P1300,P1318,0.619,0.5146
P1061,P1071,0.619,0.2925
P1061,P1067,0.619,0.7371
P1061,P1066,0.619,0.4195
P1061,P1063,0.619,0.4144
P1061,P1062,0.619,0.5289
P1323,P1327,0.619,0.3629
P1320,P1323,0.619,0.0218
P1016,P1017,0.619,0.5288
P1351,P1353,0.619,0.1539
P1107,P1108,0.619,0.4
P1019,P1169,0.619,0.4086
P1017,P1018,0.619,0.6356
P1349,P1351,0.619,0.0397
P1016,P1178,0.619,0.5157
P1016,P1169,0.619,0.2451
P1101,P1119,0.619,0.6627
P1015,P1178,0.619,0.0423
P1015,P1169,0.619,0.3856
P1015,P1017,0.619,0.0156
P1014,P1018,0.619,0.6523
P1018,P1169,0.619,0.4161
P1106,P1108,0.619,0.5351
P1350,P1351,0.619,0.0456
P1105,P1115,0.619,0.4056
P1012,P1017,0.619,0.3084
P1014,P1016,0.619,0.5504
P1266,P1286,0.619,0.1422
P1260,P1280,0.619,0.462
P1012,P1162,0.619,0.0285
P1106,P1116,0.619,0.0403
P1014,P1015,0.619,0.0307
P1351,P1352,0.619,0.1043
P1351,P1356,0.619,0.1786
P1012,P1178,0.619,0.2892
P1012,P1169,0.619,0.0975
P1028,P1036,0.6154,0.2206
P1200,P1238,0.6154,0.9325
P1150,P1158,0.6154,0.5612
P1231,P1236,0.6154,0.9071
P1150,P1154,0.6154,0.6199
P1150,P1155,0.6154,0.0515
P1231,P1238,0.6154,0.8621
P1028,P1037,0.6154,0.3293
P1027,P1036,0.6154,0.3758
P1028,P1030,0.6154,0.4726
P1027,P1030,0.6154,0.5776
P1209,P1239,0.6154,0.5885
P1205,P1235,0.6154,0.0046
P1025,P1030,0.6154,0.0502
P1231,P1233,0.6154,0.3497
P1209,P1238,0.6154,0.789
P1209,P1236,0.6154,0.8579
P1209,P1235,0.6154,0.672
P1220,P1238,0.6154,0.8524
P1208,P1227,0.6154,0.4157
P1220,P1236,0.6154,0.9006
P1025,P1036,0.6154,0.2876
P1231,P1235,0.6154,0.4981
P1230,P1233,0.6154,0.7455
P1200,P1236,0.6154,0.9545
P1214,P1231,0.6154,0.3135
P1045,P1050,0.6154,0.5138
P1045,P1059,0.6154,0.5754
P1046,P1050,0.6154,0.8801
P1046,P1059,0.6154,0.8952
P1037,P1038,0.6154,0.7003
P1036,P1038,0.6154,0.6518
P1216,P1231,0.6154,0.2334
P1216,P1230,0.6154,0.4894
P1124,P1144,0.6154,0.863
P1230,P1238,0.6154,0.6478
P1200,P1235,0.6154,0.0244
P1215,P1231,0.6154,0.2258
P1215,P1230,0.6154,0.4944
P1220,P1235,0.6154,0.5311
P1023,P1037,0.6154,0.5053
P1023,P1036,0.6154,0.4252
P1230,P1236,0.6154,0.7628
P1230,P1235,0.6154,0.8035
P1204,P1227,0.6154,0.1804
P1030,P1038,0.6154,0.7644
P1214,P1230,0.6154,0.7313
P1025,P1037,0.6154,0.1722
P1228,P1238,0.6154,0.9035
P1135,P1175,0.6154,0.3968
P1023,P1030,0.6154,0.6111
P1255,P1271,0.6111,0.3658
P1253,P1271,0.6111,0.2824
P1255,P1278,0.6111,0.5581
P1253,P1278,0.6111,0.0291
P1241,P1271,0.6111,0.002
P1241,P1279,0.6111,0.9518
P1240,P1267,0.6111,0.7312
P1251,P1278,0.6111,0.6612
P1242,P1260,0.6111,0.0302
P1242,P1264,0.6111,0.5784
P1252,P1274,0.6111,0.5157
P1249,P1274,0.6111,0.7237
P1246,P1267,0.6111,0.2523
P1248,P1260,0.6111,0.3849
P1251,P1261,0.6111,0.7561
P1248,P1264,0.6111,0.7326
P1250,P1271,0.6111,0.1743
P1243,P1268,0.6111,0.8739
P1244,P1274,0.6111,0.0753
P1243,P1262,0.6111,0.5629
P1243,P1266,0.6111,0.5893
P1250,P1278,0.6111,0.1562
P1032,P1038,0.6087,0.7411
P1033,P1034,0.6087,0.1274
P1021,P1033,0.6087,0.4067
P1325,P1345,0.6087,0.9153
P1127,P1128,0.6087,0.7673
P1126,P1128,0.6087,0.8396
P1127,P1137,0.6087,0.2125
P1024,P1038,0.6087,0.5994
P1021,P1029,0.6087,0.2932
P1122,P1128,0.6087,0.1543
P1034,P1038,0.6087,0.6328
P1001,P1003,0.6087,0.2946
P1003,P1005,0.6087,0.4271
P1003,P1006,0.6087,0.2295
P1022,P1038,0.6087,0.5223
P1032,P1033,0.6087,0.1921
P1027,P1038,0.6087,0.4421
P1120,P1122,0.6087,0.7757
P1029,P1034,0.6087,0.5195
P1029,P1032,0.6087,0.6612
P1023,P1038,0.6087,0.3942
P1029,P1169,0.6087,0.5136
P1025,P1038,0.6087,0.7519
P1316,P1325,0.6087,0.8664
P1029,P1039,0.6087,0.588
P1120,P1127,0.6087,0.1846
P1120,P1126,0.6087,0.1545
P1332,P1354,0.6,0.5385
P1200,P1224,0.6,0.8494
P1200,P1225,0.6,0.6634
P1203,P1233,0.6,0.2953
P1030,P1053,0.6,0.5903
P1213,P1237,0.6,0.4991
P1004,P1008,0.6,0.756
P1154,P1158,0.6,0.1338
P1001,P1004,0.6,0.0783
P1004,P1005,0.6,0.6275
P1215,P1220,0.6,0.1713
P1109,P1111,0.6,0.5365
P1154,P1155,0.6,0.6394
P1153,P1159,0.6,0.8254
P1125,P1165,0.6,0.4055
P1004,P1006,0.6,0.1561
P1020,P1038,0.6,0.4857
P1214,P1220,0.6,0.3587
P1213,P1232,0.6,0.694
P1089,P1096,0.6,0.3465
P1020,P1053,0.6,0.1058
P1216,P1220,0.6,0.1794
P1300,P1317,0.6,0.816
P1037,P1053,0.6,0.4789
P1218,P1232,0.6,0.0243
P1224,P1228,0.6,0.7847
P1202,P1228,0.6,0.3073
P1046,P1053,0.6,0.7561
P1202,P1220,0.6,0.0561
P1131,P1139,0.6,0.5959
P1131,P1138,0.6,0.0605
P1314,P1317,0.6,0.7457
P1131,P1136,0.6,0.9032
P1131,P1134,0.6,0.6953
P1218,P1237,0.6,0.404
P1220,P1233,0.6,0.3925
P1000,P1009,0.6,0.0574
P1198,P1203,0.6,0.5581
P1198,P1201,0.6,0.3884
P1222,P1237,0.6,0.2007
P1192,P1203,0.6,0.1797
P1217,P1232,0.6,0.429
P1036,P1053,0.6,0.3945
P1002,P1006,0.6,0.7036
P1226,P1233,0.6,0.0825
P1261,P1281,0.6,0.5633
P1109,P1118,0.6,0.6161
P1152,P1159,0.6,0.6456
P1001,P1002,0.6,0.7286
P1101,P1111,0.6,0.3085
P1002,P1008,0.6,0.0247
P1002,P1005,0.6,0.3285
P1133,P1134,0.6,0.0822
P1133,P1139,0.6,0.1785
P1053,P1059,0.6,0.5704
P1307,P1317,0.6,0.3127
P1225,P1228,0.6,0.519
P1133,P1138,0.6,0.6467
P1192,P1201,0.6,0.1192
P1133,P1136,0.6,0.7083
P1008,P1178,0.6,0.765
P1212,P1237,0.6,0.1144
P1109,P1110,0.6,0.0092
P1080,P1095,0.6,0.1241
P1143,P1145,0.6,0.8571
P1337,P1355,0.6,0.3516
P1008,P1162,0.6,0.6788
P1081,P1111,0.6,0.3667
P1091,P1095,0.6,0.4029
P1220,P1225,0.6,0.2643
P1092,P1096,0.6,0.6735
P1129,P1133,0.6,0.6444
P1337,P1354,0.6,0.2379
P1210,P1232,0.6,0.8462
P1009,P1013,0.6,0.9183
P1205,P1224,0.6,0.8463
P1244,P1284,0.6,0.2965
P1148,P1149,0.6,0.1465
P1077,P1097,0.6,0.1991
P1148,P1152,0.6,0.3791
P1142,P1148,0.6,0.2415
P1148,P1158,0.6,0.587
P1340,P1342,0.6,0.1188
P1340,P1343,0.6,0.6725
P1220,P1224,0.6,0.6707
P1143,P1148,0.6,0.3879
P1145,P1146,0.6,0.8437
P1085,P1095,0.6,0.6202
P1145,P1149,0.6,0.7265
P1090,P1095,0.6,0.0427
P1341,P1342,0.6,0.6735
P1129,P1131,0.6,0.0665
P1008,P1164,0.6,0.575
P1207,P1220,0.6,0.5535
P1145,P1152,0.6,0.624
P1145,P1153,0.6,0.2368
P1020,P1021,0.6,0.0478
P1146,P1148,0.6,0.3304
P1241,P1281,0.6,0.5764
P1207,P1228,0.6,0.3171
P1341,P1343,0.6,0.1215
P1128,P1133,0.6,0.7362
P1128,P1131,0.6,0.9124
P1220,P1222,0.6,0.0978
P1148,P1153,0.6,0.6942
P1095,P1096,0.6,0.5704
P1093,P1095,0.6,0.7241
P1332,P1355,0.6,0.772
P1138,P1158,0.6,0.7805
P1098,P1111,0.6,0.5023
P1098,P1110,0.6,0.06
P1097,P1118,0.6,0.5185
P1097,P1111,0.6,0.4186
P1097,P1110,0.6,0.1953
P1211,P1237,0.6,0.7627
P1211,P1232,0.6,0.855
P1094,P1095,0.6,0.207
P1221,P1233,0.6,0.6845
P1145,P1155,0.6,0.7648
P1142,P1145,0.6,0.6923
P1222,P1228,0.6,0.4101
P1210,P1237,0.6,0.7483
P1149,P1157,0.5926,0.5314
P1204,P1229,0.5926,0.7854
P1156,P1176,0.5926,0.5672
P1130,P1151,0.5926,0.9343
P1151,P1154,0.5926,0.7802
P1157,P1158,0.5926,0.7733
P1151,P1155,0.5926,0.9208
P1152,P1157,0.5926,0.6592
P1135,P1151,0.5926,0.9151
P1151,P1158,0.5926,0.8096
P1194,P1234,0.5926,0.4343
P1038,P1058,0.5926,0.7278
P1130,P1156,0.5926,0.6792
P1152,P1156,0.5926,0.3819
P1219,P1234,0.5926,0.6824
P1229,P1233,0.5926,0.9274
P1130,P1157,0.5926,0.3432
P1151,P1153,0.5926,0.7429
P1151,P1152,0.5926,0.8734
P1155,P1157,0.5926,0.4553
P1135,P1157,0.5926,0.4915
P1146,P1156,0.5926,0.743
P1155,P1156,0.5926,0.6132
P1149,P1156,0.5926,0.5504
P1154,P1157,0.5926,0.8036
P1233,P1234,0.5926,0.1824
P1154,P1156,0.5926,0.0677
P1135,P1156,0.5926,0.5857
P1132,P1157,0.5926,0.5184
P1156,P1158,0.5926,0.0708
P1153,P1157,0.5926,0.8321
P1149,P1151,0.5926,0.9079
P1208,P1234,0.5926,0.4224
P1208,P1229,0.5926,0.8972
P1132,P1156,0.5926,0.5626
P1153,P1156,0.5926,0.203
P1132,P1151,0.5926,0.9104
P1327,P1331,0.5909,0.0956
P1327,P1336,0.5909,0.0593
P1327,P1329,0.5909,0.5257
P1026,P1035,0.5909,0.2951
P1327,P1338,0.5909,0.6248
P1341,P1357,0.5909,0.7649
P1351,P1359,0.5909,0.2057
P1021,P1026,0.5909,0.5272
P1021,P1035,0.5909,0.3292
P1021,P1039,0.5909,0.4171
P1022,P1026,0.5909,0.4654
P1022,P1032,0.5909,0.458
P1022,P1162,0.5909,0.3177
P1023,P1032,0.5909,0.5727
P1023,P1034,0.5909,0.3939
P1023,P1039,0.5909,0.4803
P1024,P1026,0.5909,0.8977
P1024,P1034,0.5909,0.8529
P1024,P1164,0.5909,0.8273
P1035,P1039,0.5909,0.131
P1025,P1032,0.5909,0.0418
P1025,P1034,0.5909,0.3244
P1340,P1359,0.5909,0.1104
P1025,P1039,0.5909,0.212
P1026,P1031,0.5909,0.6119
P1027,P1032,0.5909,0.5359
P1027,P1034,0.5909,0.3418
P1027,P1039,0.5909,0.4357
P1028,P1032,0.5909,0.4206
P1028,P1034,0.5909,0.1782
P1028,P1039,0.5909,0.2954
P1031,P1039,0.5909,0.5215
P1324,P1338,0.5909,0.6446
P1256,P1295,0.5909,0.0074
P1281,P1294,0.5909,0.0915
P1275,P1289,0.5909,0.7515
P1277,P1295,0.5909,0.4122
P1276,P1295,0.5909,0.1045
P1275,P1297,0.5909,0.2973
P1275,P1296,0.5909,0.6521
P1275,P1294,0.5909,0.1845
P1275,P1291,0.5909,0.7469
P1093,P1113,0.5909,0.8495
P1281,P1289,0.5909,0.7232
P1094,P1114,0.5909,0.6468
P1273,P1295,0.5909,0.2586
P1272,P1297,0.5909,0.446
P1272,P1296,0.5909,0.1062
P1246,P1296,0.5909,0.3397
P1272,P1294,0.5909,0.5227
P1089,P1109,0.5909,0.0315
P1324,P1336,0.5909,0.1088
P1272,P1289,0.5909,0.3617
P1284,P1294,0.5909,0.6121
P1067,P1074,0.5909,0.4051
P1067,P1076,0.5909,0.8598
P1068,P1078,0.5909,0.0639
P1286,P1296,0.5909,0.3101
P1071,P1078,0.5909,0.1803
P1072,P1078,0.5909,0.1415
P1240,P1289,0.5909,0.8305
P1281,P1296,0.5909,0.6124
P1240,P1291,0.5909,0.8273
P1240,P1294,0.5909,0.4437
P1240,P1296,0.5909,0.7627
P1240,P1297,0.5909,0.5207
P1281,P1299,0.5909,0.6892
P1281,P1297,0.5909,0.2172
